0000040	0001520	0000005.282436
0000040	0001543	0018449.020000
0000041	0001521	0000000.288682
0000041	0001539	0018449.020000
0000041	0001543	0015595.580000
0000042	0001520	0000000.612392
0000042	0001521	0000000.216382
0000042	0001522	0000001.328774
0000042	0001538	0000000.500000
0000042	0001544	0000000.885471
0000042	0001545	0000000.816113
0000043	0001512	0000000.036694
0000043	0001513	0000000.016117
0000043	0001514	0000000.011643
0000043	0001515	0000000.010376
0000043	0001517	0000000.048561
0000043	0001518	0000000.030926
0000043	0001519	0000000.046124
0000043	0001522	0000000.369469
0000043	0001587	0000001.000000
0000043	0001588	0000001.596171
0000044	0001591	0000001.000000
0000045	0001563	0000109.868800
0000046	0001564	0000191.384600
0000047	0001565	0000395.479600
0000048	0001566	0000221.733900
0000049	0001567	0000387.009200
0000049	0001619	0000007.535312
0000050	0001568	0000800.816500
0000051	0001563	0000001.000000
0000051	0001566	0000002.500000
0000051	0001569	0000001.000000
0000052	0001564	0000001.000000
0000052	0001567	0000002.500000
0000052	0001570	0000001.000000
0000053	0001565	0000001.000000
0000053	0001568	0000002.500000
0000053	0001571	0000001.000000
0000054	0001563	0000000.000033
0000054	0001566	0000000.000033
0000054	0001572	0000001.004530
0000055	0001564	0000000.000041
0000055	0001567	0000000.000041
0000055	0001573	0000001.002591
0000056	0001565	0000000.000085
0000056	0001568	0000000.000085
0000056	0001574	0000001.001250
0000057	0001575	0000001.000000
0000058	0001576	0000001.000000
0000059	0001577	0000001.000000
0000060	0001569	0000000.009170
0000060	0001570	0000000.046441
0000060	0001571	0000000.489992
0000060	0001575	0000000.037501
0000060	0001576	0000000.124143
0000060	0001577	0000000.292753
0000060	0001578	0000001.000000
0000060	0001591	0000002.793760
0000061	0001572	0000000.200000
0000061	0001573	0000000.300000
0000061	0001574	0000000.500000
0000061	0001579	0000001.000000
0000061	0001591	0000000.000084
0000062	0001578	0000001.000000
0000062	0001580	0000022.129130
0000063	0001579	0316220.000000
0000063	0001581	0002494.290000
0000064	0001580	0000000.953753
0000064	0001581	0000001.021587
0000064	0001582	0000000.887828
0000065	0001582	0000001.040042
0000065	0001583	0000131.854000
0000066	0001579	0016364.190000
0000066	0001584	0000001.000000
0000067	0001579	0000001.000000
0000067	0001583	0000000.008057
0000067	0001585	0000000.007645
0000068	0001546	0000001.000000
0000069	0001547	0000001.000000
0000070	0001548	0000001.000000
0000071	0001549	0000300.000000
0000072	0001549	0000002.851891
0000072	0001550	0000001.000000
0000073	0001550	0000000.287016
0000073	0001551	0000000.287016
0000073	0001578	0000000.185373
0000073	0001579	0004696.782000
0000073	0001582	0000002.640056
0000073	0001584	0000000.101643
0000073	0001585	0000023.098950
0000074	0001546	0000000.000228
0000074	0001547	0000000.000419
0000074	0001548	0000000.001577
0000074	0001551	0000000.004341
0000074	0001589	0000001.000000
0000074	0001591	0000002.015665
0000075	0001552	0000001.138352
0000076	0001553	0000000.321888
0000077	0001554	0000000.361192
0000078	0001552	0000001.000000
0000078	0001555	0000000.500000
0000078	0001591	0000001.000000
0000079	0001556	0000001.000000
0000080	0001556	0000019.240000
0000080	0001557	0000001.000000
0000081	0001556	0000003.803000
0000081	0001558	0000001.000000
0000082	0001556	0000009.481000
0000082	0001559	0000001.000000
0000083	0001560	0000001.177613
0000083	0001583	0000131.854000
0000084	0001561	0000000.991942
0000084	0001579	0000131.854000
0000084	0001583	0000001.062409
0000085	0001560	0000003.108963
0000085	0001561	0000002.640056
0000085	0001562	0000003.192112
0000085	0001578	0000000.061791
0000085	0001584	0000000.061791
0000085	0001585	0000007.699649
0000086	0001552	0000000.042003
0000086	0001553	0000000.011877
0000086	0001554	0000000.013327
0000086	0001555	0000000.018449
0000086	0001557	0000000.000888
0000086	0001558	0000000.001331
0000086	0001559	0000000.002219
0000086	0001562	0000000.044614
0000086	0001590	0000001.000000
0000086	0001591	0000001.593994
0000087	0001605	0000001.000000
0000087	0001613	0000009.679735
0000087	0001621	0000000.000000
0000087	0001624	0000000.550347
0000088	0001606	0000001.000000
0000088	0001614	0000000.597097
0000088	0001622	0000000.000000
0000088	0001625	0000000.752697
0000089	0001607	0000001.000000
0000089	0001615	0000000.001151
0000089	0001623	0000000.000000
0000089	0001626	0000000.190447
0000090	0001600	0000000.550347
0000090	0001605	0000001.000000
0000090	0001608	0000000.047239
0000090	0001613	0000000.830857
0000090	0001616	0000000.202964
0000090	0001621	0000001.041614
0000091	0001600	0000000.449433
0000091	0001606	0000001.000000
0000091	0001608	0000000.625384
0000091	0001614	0000000.830857
0000091	0001616	0000000.838044
0000091	0001622	0000001.041614
0000092	0001588	0000000.789243
0000092	0001600	0000000.000219
0000092	0001607	0000001.000000
0000092	0001608	0000000.158235
0000092	0001615	0000000.830857
0000092	0001616	0000000.000605
0000092	0001623	0000001.041614
0000093	0001586	0000001.000000
0000093	0001600	0000000.404514
0000093	0001603	0000000.404514
0000093	0001608	0000000.149356
0000093	0001611	0000000.149356
0000093	0001616	0000000.446129
0000093	0001619	0000000.446129
0000094	0001601	0000001.000000
0000094	0001609	0000001.000000
0000095	0001602	0000001.000000
0000095	0001618	0000001.000000
0000096	0001610	0000001.000000
0000096	0001618	0000001.000000
0000097	0001613	0000001.000000
0000097	0001614	0000001.000000
0000097	0001615	0000001.000000
0000097	0001636	0000001.000000
0000098	0001613	0000001.000000
0000098	0001614	0000001.000000
0000098	0001615	0000001.000000
0000098	0001637	0000001.000000
0000099	0001613	0000001.000000
0000099	0001614	0000001.000000
0000099	0001615	0000001.000000
0000099	0001638	0000001.000000
0000100	0001636	0000001.000000
0000100	0001639	0000001.000000
0000101	0001637	0000001.000000
0000101	0001640	0000001.000000
0000102	0001638	0000001.000000
0000102	0001641	0000001.000000
0000103	0001613	0000001.000000
0000103	0001614	0000001.000000
0000103	0001615	0000001.000000
0000103	0001636	0000000.056856
0000103	0001637	0000000.752697
0000103	0001638	0000000.190447
0000103	0001639	0000001.000000
0000103	0001642	0000001.000000
0000104	0001613	0000001.000000
0000104	0001614	0000001.000000
0000104	0001615	0000001.000000
0000104	0001636	0000000.056856
0000104	0001637	0000000.752697
0000104	0001638	0000000.190447
0000104	0001640	0000001.000000
0000104	0001643	0000001.000000
0000105	0001613	0000001.000000
0000105	0001614	0000001.000000
0000105	0001615	0000001.000000
0000105	0001636	0000000.056856
0000105	0001637	0000000.752697
0000105	0001638	0000000.190447
0000105	0001641	0000001.000000
0000105	0001644	0000001.000000
0000106	0001627	0000001.000000
0000106	0001642	0000001.000000
0000107	0001593	0000001.000000
0000107	0001628	0000001.000000
0000107	0001643	0000001.000000
0000108	0001629	0000001.000000
0000108	0001644	0000001.000000
0000109	0001645	0000000.004492
0000109	0001730	0000001.000000
0000109	0001734	0000000.008158
0000110	0001645	0000000.952368
0000110	0001646	0000000.944599
0000110	0001733	0000000.991842
0000111	0001645	0000001.000000
0000111	0001647	0000001.008158
0000112	0001605	0000000.859276
0000112	0001606	0000001.171675
0000112	0001607	0000002.327759
0000112	0001648	0000001.000000
0000112	0001720	0000000.472900
0000112	0001726	0000000.526590
0000112	0001727	0000000.000510
0000113	0001605	0000000.773169
0000113	0001606	0000001.277072
0000113	0001607	0000002.415630
0000113	0001649	0000001.000000
0000113	0001721	0000000.573959
0000113	0001726	0000000.425511
0000113	0001728	0000000.000529
0000114	0001605	0000000.795020
0000114	0001606	0000001.250268
0000114	0001607	0000002.511686
0000114	0001650	0000001.000000
0000114	0001722	0000000.000551
0000114	0001727	0000000.437537
0000114	0001728	0000000.561912
0000115	0001646	0000019.781560
0000115	0001647	0000098.580550
0000115	0001648	0000001.800920
0000115	0001651	0000019.781560
0000115	0001723	0004562.110000
0000115	0001729	0000001.000000
0000115	0001730	0004112.124000
0000115	0001733	0000017.830400
0000115	0001735	0000001.093815
0000116	0001646	0000015.917930
0000116	0001647	0000147.221500
0000116	0001649	0000002.196105
0000116	0001652	0000015.917930
0000116	0001724	0003671.062000
0000116	0001729	0000001.000000
0000116	0001730	0004112.124000
0000116	0001733	0000017.830400
0000116	0001735	0000001.633518
0000117	0001646	0000007.730306
0000117	0001647	0000130.541100
0000117	0001650	0000002.060585
0000117	0001653	0000007.730306
0000117	0001725	0001782.796000
0000117	0001729	0000001.000000
0000117	0001730	0004112.124000
0000117	0001733	0000017.830400
0000117	0001735	0000001.448438
0000118	0001630	0000001.000000
0000118	0001651	0000000.973919
0000119	0001631	0000001.000000
0000119	0001652	0000000.930994
0000120	0001632	0000001.000000
0000120	0001653	0000000.826902
0000121	0001609	0000062.726850
0000121	0001654	0000172.249700
0000122	0001609	0000124.087500
0000122	0001655	0000161.259700
0000123	0001609	0000467.258500
0000123	0001656	0000144.989700
0000124	0001633	0000001.000000
0000124	0001654	0000014.907800
0000125	0001634	0000001.000000
0000125	0001655	0000012.077020
0000126	0001635	0000001.000000
0000126	0001656	0000005.706880
0000127	0001610	0000001.000000
0000127	0001624	0000001.000000
0000127	0001627	0000001.000000
0000127	0001630	0000001.026779
0000127	0001633	0000001.000000
0000128	0001610	0000001.000000
0000128	0001625	0000001.674768
0000128	0001628	0000001.000000
0000128	0001631	0000001.074120
0000128	0001634	0000001.000000
0000129	0001610	0000001.000000
0000129	0001626	0000868.913600
0000129	0001629	0000001.000000
0000129	0001632	0000001.209334
0000129	0001635	0000001.000000
0000130	0001621	0000001.000000
0000130	0001742	0000012.989130
0000130	0001750	0000000.000000
0000130	0001753	0000000.194856
0000131	0001622	0000001.000000
0000131	0001743	0000001.001487
0000131	0001751	0000000.000000
0000131	0001754	0000000.804563
0000132	0001623	0000001.000000
0000132	0001744	0000000.003198
0000132	0001752	0000000.000000
0000132	0001755	0000000.181630
0000133	0001608	0000000.045352
0000133	0001613	0000000.797663
0000133	0001616	0000000.194856
0000133	0001621	0000001.000000
0000133	0001737	0000000.012553
0000133	0001742	0000000.836785
0000133	0001745	0000000.162057
0000133	0001750	0000001.039121
0000134	0001608	0000000.600399
0000134	0001614	0000000.797663
0000134	0001616	0000000.804563
0000134	0001622	0000001.000000
0000134	0001737	0000000.672246
0000134	0001743	0000000.836785
0000134	0001745	0000000.876411
0000134	0001751	0000001.039121
0000135	0001608	0000000.151913
0000135	0001615	0000000.797663
0000135	0001616	0000000.000581
0000135	0001623	0000001.000000
0000135	0001737	0000000.151985
0000135	0001744	0000000.836785
0000135	0001745	0000000.000653
0000135	0001752	0000001.039121
0000136	0001608	0000001.000000
0000136	0001611	0000001.000000
0000136	0001616	0000002.987012
0000136	0001619	0000002.987012
0000136	0001737	0000000.223877
0000136	0001740	0000000.223877
0000136	0001745	0000003.763135
0000136	0001748	0000003.763135
0000137	0001617	0000001.000000
0000137	0001631	0000002.501974
0000137	0001738	0000001.000000
0000138	0001618	0000001.000000
0000138	0001747	0000001.000000
0000139	0001739	0000001.000000
0000139	0001747	0000001.000000
0000140	0001742	0000001.000000
0000140	0001743	0000001.000000
0000140	0001744	0000001.000000
0000140	0001765	0000001.000000
0000141	0001742	0000001.000000
0000141	0001743	0000001.000000
0000141	0001744	0000001.000000
0000141	0001766	0000001.000000
0000142	0001742	0000001.000000
0000142	0001743	0000001.000000
0000142	0001744	0000001.000000
0000142	0001767	0000001.000000
0000143	0001765	0000001.000000
0000143	0001768	0000001.000000
0000144	0001766	0000001.000000
0000144	0001769	0000001.000000
0000145	0001767	0000001.000000
0000145	0001770	0000001.000000
0000146	0001742	0000001.000000
0000146	0001743	0000001.000000
0000146	0001744	0000001.000000
0000146	0001765	0000000.015001
0000146	0001766	0000000.803369
0000146	0001767	0000000.181630
0000146	0001768	0000001.000000
0000146	0001771	0000001.000000
0000147	0001742	0000001.000000
0000147	0001743	0000001.000000
0000147	0001744	0000001.000000
0000147	0001765	0000000.015001
0000147	0001766	0000000.803369
0000147	0001767	0000000.181630
0000147	0001769	0000001.000000
0000147	0001772	0000001.000000
0000148	0001742	0000001.000000
0000148	0001743	0000001.000000
0000148	0001744	0000001.000000
0000148	0001765	0000000.015001
0000148	0001766	0000000.803369
0000148	0001767	0000000.181630
0000148	0001770	0000001.000000
0000148	0001773	0000001.000000
0000149	0001756	0000001.000000
0000149	0001771	0000001.000000
0000150	0001757	0000001.000000
0000150	0001772	0000001.000000
0000151	0001758	0000001.000000
0000151	0001773	0000001.000000
0000152	0001774	0000000.004715
0000152	0001859	0000001.000000
0000152	0001863	0000000.008379
0000153	0001774	0000000.942878
0000153	0001775	0000000.934978
0000153	0001862	0000000.991621
0000154	0001774	0000001.000000
0000154	0001776	0000001.008379
0000155	0001621	0000000.773126
0000155	0001622	0000001.054156
0000155	0001623	0000002.094221
0000155	0001777	0000001.000000
0000155	0001849	0000000.150648
0000155	0001855	0000000.848135
0000155	0001856	0000000.001217
0000156	0001621	0000000.655506
0000156	0001622	0000001.082676
0000156	0001623	0000002.047858
0000156	0001778	0000001.000000
0000156	0001850	0000000.871081
0000156	0001855	0000000.127729
0000156	0001857	0000000.001190
0000157	0001621	0000000.684037
0000157	0001622	0000001.075684
0000157	0001623	0000002.160896
0000157	0001779	0000001.000000
0000157	0001851	0000000.001255
0000157	0001856	0000000.133289
0000157	0001857	0000000.865456
0000158	0001775	0000018.169560
0000158	0001776	0000072.548820
0000158	0001777	0000001.605334
0000158	0001780	0000018.169560
0000158	0001852	0004012.383000
0000158	0001858	0000001.000000
0000158	0001859	0003353.788000
0000158	0001862	0000015.187200
0000158	0001864	0000000.702745
0000159	0001775	0000014.618110
0000159	0001776	0000129.080000
0000159	0001778	0000002.077019
0000159	0001781	0000014.618110
0000159	0001853	0003228.117000
0000159	0001858	0000001.000000
0000159	0001859	0003353.788000
0000159	0001862	0000015.187200
0000159	0001864	0000001.250334
0000160	0001775	0000007.098161
0000160	0001776	0000110.266000
0000160	0001779	0000001.920039
0000160	0001782	0000007.098161
0000160	0001854	0001567.486000
0000160	0001858	0000001.000000
0000160	0001859	0003353.788000
0000160	0001862	0000015.187200
0000160	0001864	0000001.068092
0000161	0001759	0000001.000000
0000161	0001780	0000000.986266
0000162	0001760	0000001.000000
0000162	0001781	0000000.936327
0000163	0001761	0000001.000000
0000163	0001782	0000000.831435
0000164	0001738	0000061.318150
0000164	0001783	0000183.018200
0000165	0001738	0000118.184900
0000165	0001784	0000172.028200
0000166	0001738	0000390.710200
0000166	0001785	0000155.758200
0000167	0001762	0000001.000000
0000167	0001783	0000015.214480
0000168	0001763	0000001.000000
0000168	0001784	0000012.599890
0000169	0001764	0000001.000000
0000169	0001785	0000006.734453
0000170	0001739	0000001.000000
0000170	0001753	0000001.000000
0000170	0001756	0000001.000000
0000170	0001759	0000001.013926
0000170	0001762	0000001.000000
0000171	0001739	0000001.000000
0000171	0001754	0000001.000000
0000171	0001757	0000001.000000
0000171	0001760	0000001.068003
0000171	0001763	0000001.000000
0000172	0001739	0000001.000000
0000172	0001755	0000312.667000
0000172	0001758	0000001.000000
0000172	0001761	0000001.202739
0000172	0001764	0000001.000000
0000173	0001750	0000001.000000
0000173	0001871	0000013.300970
0000173	0001879	0000000.000000
0000173	0001882	0000000.155956
0000174	0001751	0000001.000000
0000174	0001872	0000001.044527
0000174	0001880	0000000.000000
0000174	0001883	0000000.843416
0000175	0001752	0000001.000000
0000175	0001873	0000000.003475
0000175	0001881	0000000.000000
0000175	0001884	0000000.180813
0000176	0001737	0000000.012080
0000176	0001742	0000000.805281
0000176	0001745	0000000.155956
0000176	0001750	0000001.000000
0000176	0001866	0000000.009485
0000176	0001871	0000000.808953
0000176	0001874	0000000.153361
0000176	0001879	0000001.003672
0000177	0001737	0000000.646938
0000177	0001743	0000000.805281
0000177	0001745	0000000.843416
0000177	0001751	0000001.000000
0000177	0001866	0000000.653199
0000177	0001872	0000000.808953
0000177	0001874	0000000.849677
0000177	0001880	0000001.003672
0000178	0001737	0000000.146263
0000178	0001744	0000000.805281
0000178	0001745	0000000.000628
0000178	0001752	0000001.000000
0000178	0001866	0000000.146269
0000178	0001873	0000000.808953
0000178	0001874	0000000.000635
0000178	0001881	0000001.003672
0000179	0001737	0000001.000000
0000179	0001740	0000001.000000
0000179	0001745	0000016.808920
0000179	0001748	0000016.808920
0000179	0001866	0000000.698491
0000179	0001869	0000000.698491
0000179	0001874	0000017.110430
0000179	0001877	0000017.110430
0000180	0001746	0000001.000000
0000180	0001867	0000001.000000
0000181	0001747	0000001.000000
0000181	0001876	0000001.000000
0000182	0001868	0000001.000000
0000182	0001876	0000001.000000
0000183	0001871	0000001.000000
0000183	0001872	0000001.000000
0000183	0001873	0000001.000000
0000183	0001894	0000001.000000
0000184	0001871	0000001.000000
0000184	0001872	0000001.000000
0000184	0001873	0000001.000000
0000184	0001895	0000001.000000
0000185	0001871	0000001.000000
0000185	0001872	0000001.000000
0000185	0001873	0000001.000000
0000185	0001896	0000001.000000
0000186	0001894	0000001.000000
0000186	0001897	0000001.000000
0000187	0001895	0000001.000000
0000187	0001898	0000001.000000
0000188	0001896	0000001.000000
0000188	0001899	0000001.000000
0000189	0001871	0000001.000000
0000189	0001872	0000001.000000
0000189	0001873	0000001.000000
0000189	0001894	0000000.011725
0000189	0001895	0000000.807462
0000189	0001896	0000000.180813
0000189	0001897	0000001.000000
0000189	0001900	0000001.000000
0000190	0001871	0000001.000000
0000190	0001872	0000001.000000
0000190	0001873	0000001.000000
0000190	0001894	0000000.011725
0000190	0001895	0000000.807462
0000190	0001896	0000000.180813
0000190	0001898	0000001.000000
0000190	0001901	0000001.000000
0000191	0001871	0000001.000000
0000191	0001872	0000001.000000
0000191	0001873	0000001.000000
0000191	0001894	0000000.011725
0000191	0001895	0000000.807462
0000191	0001896	0000000.180813
0000191	0001899	0000001.000000
0000191	0001902	0000001.000000
0000192	0001885	0000001.000000
0000192	0001900	0000001.000000
0000193	0001886	0000001.000000
0000193	0001901	0000001.000000
0000194	0001887	0000001.000000
0000194	0001902	0000001.000000
0000195	0001903	0000000.004731
0000195	0001988	0000001.000000
0000195	0001992	0000000.008415
0000196	0001903	0000000.941540
0000196	0001904	0000000.933617
0000196	0001991	0000000.991585
0000197	0001903	0000001.000000
0000197	0001905	0000001.008415
0000198	0001750	0000000.764730
0000198	0001751	0000001.042705
0000198	0001752	0000002.071468
0000198	0001906	0000001.000000
0000198	0001978	0000000.119264
0000198	0001984	0000000.879434
0000198	0001985	0000000.001302
0000199	0001750	0000000.644765
0000199	0001751	0000001.064931
0000199	0001752	0000002.014289
0000199	0001907	0000001.000000
0000199	0001979	0000000.898179
0000199	0001984	0000000.100555
0000199	0001986	0000000.001266
0000200	0001750	0000000.673740
0000200	0001751	0000001.059488
0000200	0001752	0000002.128355
0000200	0001908	0000001.000000
0000200	0001980	0000000.001337
0000200	0001985	0000000.105074
0000200	0001986	0000000.893589
0000201	0001904	0000017.937650
0000201	0001905	0000069.781900
0000201	0001906	0000001.584786
0000201	0001909	0000017.937650
0000201	0001981	0003949.954000
0000201	0001987	0000001.000000
0000201	0001988	0003275.517000
0000201	0001991	0000014.874880
0000201	0001993	0000000.668567
0000202	0001904	0000014.431310
0000202	0001905	0000126.717500
0000202	0001907	0000002.061917
0000202	0001910	0000014.431310
0000202	0001982	0003177.843000
0000202	0001987	0000001.000000
0000202	0001988	0003275.517000
0000202	0001991	0000014.874880
0000202	0001993	0000001.214056
0000203	0001904	0000007.007382
0000203	0001905	0000107.810600
0000203	0001908	0000001.903474
0000203	0001911	0000007.007382
0000203	0001983	0001543.058000
0000203	0001987	0000001.000000
0000203	0001988	0003275.517000
0000203	0001991	0000014.874880
0000203	0001993	0000001.032912
0000204	0001888	0000001.000000
0000204	0001909	0000000.987687
0000205	0001889	0000001.000000
0000205	0001910	0000000.936925
0000206	0001890	0000001.000000
0000206	0001911	0000000.831655
0000207	0001867	0000061.205080
0000207	0001912	0000183.961900
0000208	0001867	0000117.724200
0000208	0001913	0000172.971900
0000209	0001867	0000385.514900
0000209	0001914	0000156.701900
0000210	0001891	0000001.000000
0000210	0001912	0000015.239640
0000211	0001892	0000001.000000
0000211	0001913	0000012.642610
0000212	0001893	0000001.000000
0000212	0001914	0000006.817770
0000213	0001868	0000001.000000
0000213	0001882	0000001.000000
0000213	0001885	0000001.000000
0000213	0001888	0000001.012467
0000213	0001891	0000001.000000
0000214	0001868	0000001.000000
0000214	0001883	0000001.000000
0000214	0001886	0000001.000000
0000214	0001889	0000001.067321
0000214	0001892	0000001.000000
0000215	0001868	0000001.000000
0000215	0001884	0000287.748300
0000215	0001887	0000001.000000
0000215	0001890	0000001.202422
0000215	0001893	0000001.000000
0000216	0001879	0000001.000000
0000216	0002000	0000013.325930
0000216	0002008	0000000.000000
0000216	0002011	0000000.152800
0000217	0001880	0000001.000000
0000217	0002001	0000001.048010
0000217	0002009	0000000.000000
0000217	0002012	0000000.846568
0000218	0001881	0000001.000000
0000218	0002002	0000000.003498
0000218	0002010	0000000.000000
0000218	0002013	0000000.180748
0000219	0001866	0000000.009450
0000219	0001871	0000000.805994
0000219	0001874	0000000.152800
0000219	0001879	0000001.000000
0000219	0001995	0000000.009245
0000219	0002000	0000000.806287
0000219	0002003	0000000.152594
0000219	0002008	0000001.000294
0000220	0001866	0000000.650809
0000220	0001872	0000000.805994
0000220	0001874	0000000.846568
0000220	0001880	0000001.000000
0000220	0001995	0000000.651308
0000220	0002001	0000000.806287
0000220	0002003	0000000.847067
0000220	0002009	0000001.000294
0000221	0001866	0000000.145734
0000221	0001873	0000000.805994
0000221	0001874	0000000.000632
0000221	0001881	0000001.000000
0000221	0001995	0000000.145735
0000221	0002002	0000000.806287
0000221	0002003	0000000.000633
0000221	0002010	0000001.000294
0000222	0001866	0000001.000000
0000222	0001869	0000001.000000
0000222	0001874	0000024.496280
0000222	0001877	0000024.496280
0000222	0001995	0000000.965597
0000222	0001998	0000000.965597
0000222	0002003	0000024.530680
0000222	0002006	0000024.530680
0000223	0001875	0000001.000000
0000223	0001996	0000001.000000
0000224	0001876	0000001.000000
0000224	0002005	0000001.000000
0000225	0001997	0000001.000000
0000225	0002005	0000001.000000
0000226	0002000	0000001.000000
0000226	0002001	0000001.000000
0000226	0002002	0000001.000000
0000226	0002023	0000001.000000
0000227	0002000	0000001.000000
0000227	0002001	0000001.000000
0000227	0002002	0000001.000000
0000227	0002024	0000001.000000
0000228	0002000	0000001.000000
0000228	0002001	0000001.000000
0000228	0002002	0000001.000000
0000228	0002025	0000001.000000
0000229	0002023	0000001.000000
0000229	0002026	0000001.000000
0000230	0002024	0000001.000000
0000230	0002027	0000001.000000
0000231	0002025	0000001.000000
0000231	0002028	0000001.000000
0000232	0002000	0000001.000000
0000232	0002001	0000001.000000
0000232	0002002	0000001.000000
0000232	0002023	0000000.011466
0000232	0002024	0000000.807786
0000232	0002025	0000000.180748
0000232	0002026	0000001.000000
0000232	0002029	0000001.000000
0000233	0002000	0000001.000000
0000233	0002001	0000001.000000
0000233	0002002	0000001.000000
0000233	0002023	0000000.011466
0000233	0002024	0000000.807786
0000233	0002025	0000000.180748
0000233	0002027	0000001.000000
0000233	0002030	0000001.000000
0000234	0002000	0000001.000000
0000234	0002001	0000001.000000
0000234	0002002	0000001.000000
0000234	0002023	0000000.011466
0000234	0002024	0000000.807786
0000234	0002025	0000000.180748
0000234	0002028	0000001.000000
0000234	0002031	0000001.000000
0000235	0002014	0000001.000000
0000235	0002029	0000001.000000
0000236	0002015	0000001.000000
0000236	0002030	0000001.000000
0000237	0002016	0000001.000000
0000237	0002031	0000001.000000
0000238	0002032	0000000.004733
0000238	0002117	0000001.000000
0000238	0002121	0000000.008418
0000239	0002032	0000000.941430
0000239	0002033	0000000.933504
0000239	0002120	0000000.991582
0000240	0002032	0000001.000000
0000240	0002034	0000001.008418
0000241	0001879	0000000.764057
0000241	0001880	0000001.041787
0000241	0001881	0000002.069643
0000241	0002035	0000001.000000
0000241	0002107	0000000.116748
0000241	0002113	0000000.881944
0000241	0002114	0000000.001309
0000242	0001879	0000000.643909
0000242	0001880	0000001.063516
0000242	0001881	0000002.011613
0000242	0002036	0000001.000000
0000242	0002108	0000000.900339
0000242	0002113	0000000.098389
0000242	0002115	0000000.001272
0000243	0001879	0000000.672918
0000243	0001880	0000001.058195
0000243	0001881	0000002.125757
0000243	0002037	0000001.000000
0000243	0002109	0000000.001344
0000243	0002114	0000000.102822
0000243	0002115	0000000.895834
0000244	0002033	0000017.918650
0000244	0002034	0000069.559320
0000244	0002035	0000001.583131
0000244	0002038	0000017.918650
0000244	0002110	0003944.909000
0000244	0002116	0000001.000000
0000244	0002117	0003269.237000
0000244	0002120	0000014.849590
0000244	0002122	0000000.665857
0000245	0002033	0000014.416010
0000245	0002034	0000126.524700
0000245	0002036	0000002.060685
0000245	0002039	0000014.416010
0000245	0002111	0003173.780000
0000245	0002116	0000001.000000
0000245	0002117	0003269.237000
0000245	0002120	0000014.849590
0000245	0002122	0000001.211159
0000246	0002033	0000006.999944
0000246	0002034	0000107.611100
0000246	0002037	0000001.902128
0000246	0002040	0000006.999944
0000246	0002112	0001541.084000
0000246	0002116	0000001.000000
0000246	0002117	0003269.237000
0000246	0002120	0000014.849590
0000246	0002122	0000001.030108
0000247	0002017	0000001.000000
0000247	0002038	0000000.987803
0000248	0002018	0000001.000000
0000248	0002039	0000000.936975
0000249	0002019	0000001.000000
